id,name,breeder,species,auto_flower,flower_time,image
11262,"DJ Flash",533,2,0,60,https://en.seedfinder.eu/pics/01seeds/Riot_Seeds/Riot_Seeds_-_DJ_Flash_thumb.jpg
11263,Ciskei,669,2,0,53,https://en.seedfinder.eu/pics/01seeds/Tropical_Seeds_Company/Tropical_Seeds_Company_-_Ciskei_thumb.jpg
11264,"Chemdog D x Sour Diesel",656,3,0,0,https://en.seedfinder.eu/pics/01seeds/Tiger_Trees/Tiger_Trees_-_Chemdog_D_x_Sour_Diesel_thumb.jpg
11265,"Shadows and Light",260,3,0,53,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Shadows_and_Light__thumb.jpg
11266,"Uzbekistan - Indica",483,1,0,0,0
11267,"UK Cheese x Aloha WW",629,2,0,70,https://en.seedfinder.eu/pics/01seeds/The_Blazing_Pistileros/The_Blazing_Pistileros_-_UK_Cheese_x_98_Aloha_WW_thumb.jpg
11268,"Sweet Tooth x SCBDx",609,1,0,63,https://en.seedfinder.eu/pics/01seeds/SuperCBDx/SuperCBDx_-_Sweet_Tooth_x_SCBDx_thumb.jpg
11269,Blues,675,3,0,60,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_Blues_thumb.jpg
11270,"Afghan United",678,1,0,63,https://en.seedfinder.eu/pics/01seeds/United_Seedbanks/United_Seedbanks_-_Afghan_United_thumb.jpg
11271,"Dog Walker",533,3,0,63,https://en.seedfinder.eu/pics/01seeds/Riot_Seeds/Riot_Seeds_-_Dog_Walker_thumb.jpg
11272,"French Cookies x Strawbanana Cream",622,1,0,58,https://en.seedfinder.eu/pics/01seeds/TH_Seeds/TH_Seeds_-_French_Cookies_x_Strawbanana_Cream_thumb.jpg
11273,"Sin's OG",572,1,0,70,https://en.seedfinder.eu/pics/01seeds/Sin_City_Seeds/Sin_City_Seeds_-_Sins_OG_thumb.jpg
11274,"Family Jewels",656,1,0,63,https://en.seedfinder.eu/pics/01seeds/Tiger_Trees/Tiger_Trees_-_Family_Jewels_thumb.jpg
11275,"Critical Plus",670,2,0,60,https://en.seedfinder.eu/pics/01seeds/Trikoma_Seeds/Trikoma_Seeds_-_Critical_Plus_thumb.jpg
11276,"Hindu Kush Skunk",567,1,0,63,https://en.seedfinder.eu/pics/01seeds/Seedsman/Seedsman_-_Hindu_Kush_Skunk_thumb.jpg
11277,"White Widow",636,2,0,70,https://en.seedfinder.eu/pics/01seeds/THC_Seeds/THC_Seeds_-_White_Widow_thumb.jpg
11278,Babymatic,678,5,1,0,https://en.seedfinder.eu/pics/01seeds/United_Seedbanks/United_Seedbanks_-_Babymatic_thumb.jpg
11279,Fluffhead,627,3,0,60,https://en.seedfinder.eu/pics/01seeds/The_Bank/The_Bank_-_Fluffhead_thumb.jpg
11280,"Northern Lights #1",646,1,0,53,https://en.seedfinder.eu/pics/01seeds/The_Seed_Bank/The_Seed_Bank_-_Northern_Lights_Nr1_thumb.jpg
11281,"Bruce Banner 7 x Creamsicle",667,1,0,60,https://en.seedfinder.eu/pics/01seeds/Twisty_Treat_Seeds/Twisty_Treat_Seeds_-_Bruce_Banner_7_x_Creamsicle_thumb.jpg
11282,"Dogbite F2",533,0,0,0,https://en.seedfinder.eu/pics/01seeds/Riot_Seeds/Riot_Seeds_-_Dogbite_F2_thumb.jpg
11283,"D OG",659,1,0,60,https://en.seedfinder.eu/pics/01seeds/Top_Dawg_Seeds/Top_Dawg_Seeds_-_D_OG_thumb.jpg
11284,"Nicole Kush",647,1,0,63,https://en.seedfinder.eu/pics/01seeds/The_Plant/The_Plant_-_Nicole_Kush_thumb.jpg
11285,"Moonshine Daze",652,2,0,80,https://en.seedfinder.eu/pics/01seeds/Third_Eye_Genetics/Third_Eye_Genetics_-_Moonshine_Daze_thumb.jpg
11286,"Dr. Who",623,1,0,60,https://en.seedfinder.eu/pics/01seeds/TGA_Subcool_Seeds/TGA_Subcool_Seeds_-_Dr_Who_thumb.jpg
11287,"Plann 9",597,7,1,63,https://en.seedfinder.eu/pics/01seeds/Sterquiliniis_Seed_Supply/Sterquiliniis_Seed_Supply_-_Plann_9_thumb.jpg
11288,"Sophisticated Lady",260,3,0,53,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Sophisticated_Lady_thumb.jpg
11289,"Fresh Frozen",656,1,0,63,https://en.seedfinder.eu/pics/01seeds/Tiger_Trees/Tiger_Trees_-_Fresh_Frozen_thumb.jpg
11290,"French Macaron",622,1,0,63,https://en.seedfinder.eu/pics/01seeds/TH_Seeds/TH_Seeds_-_French_Macaron_thumb.jpg
11291,"Blue Cheese",674,1,0,63,https://en.seedfinder.eu/pics/01seeds/Trump_Seeds/Trump_Seeds_-_Blue_Cheese_thumb.jpg
11292,DeepTroyer,672,2,0,65,https://en.seedfinder.eu/pics/01seeds/Trip_Seeds/Trip_Seeds_-_DeepTroyer_thumb.jpg
11293,"Vietnam - Sativa",483,2,0,0,0
11294,"Petrolia Headstash",527,1,0,60,https://en.seedfinder.eu/pics/01seeds/Reefermans_Seeds/Reefermans_Seeds_-_Petrolia_Headstash_thumb.jpg
11295,"The Chronic",630,1,0,56,https://en.seedfinder.eu/pics/01seeds/The_Bulldog_Seeds/The_Bulldog_Seeds_-_The_Chronic_thumb.jpg
11296,"Somali Taxi Ride",523,2,0,70,https://en.seedfinder.eu/pics/01seeds/Rare_Dankness_Seeds/Rare_Dankness_Seeds_-_Somali_Taxi_Ride_thumb.jpg
11297,"AK Confidential",673,1,0,60,https://en.seedfinder.eu/pics/01seeds/Ultra_Genetics/Ultra_Genetics_-_AK_Confidential_thumb.jpg
11298,"Disasta's Cleaner",660,1,0,65,https://en.seedfinder.eu/pics/01seeds/Treeology_Genetics/Treeology_Genetics_-_Disastas_Cleaner_thumb.jpg
11299,"Gelato33 x Strawbanana Cream",622,3,0,60,https://en.seedfinder.eu/pics/01seeds/TH_Seeds/TH_Seeds_-_Gelato_33_x_Strawbanana_Cream_thumb.jpg
11300,"Double Black Cookies",533,1,0,60,https://en.seedfinder.eu/pics/01seeds/Riot_Seeds/Riot_Seeds_-_Double_Black_Cookies_thumb.jpg
11301,SinCityDiesel,572,2,0,74,https://en.seedfinder.eu/pics/01seeds/Sin_City_Seeds/Sin_City_Seeds_-_SinCityDiesel_thumb.jpg
11302,"Special Queen #1",538,3,0,49,https://en.seedfinder.eu/pics/01seeds/Royal_Queen_Seeds/Royal_Queen_Seeds_-_Special_Queen_Nr1_thumb.jpg
11303,"Future on Fire",649,3,0,63,https://en.seedfinder.eu/pics/01seeds/The_Vault_Seed_Bank/The_Vault_Seed_Bank_-_Future_on_Fire_thumb.jpg
11304,"Spliff's Strawberry",594,2,0,60,https://en.seedfinder.eu/pics/01seeds/Spliff_Seeds/Spliff_Seeds_-_Spliffs_Strawberry_thumb.jpg
11305,Blueberry,677,2,0,63,https://en.seedfinder.eu/pics/01seeds/UKSeedCo/UKSeedCo_-_Blueberry_thumb.jpg
11306,"Ruderalis Indica",561,5,1,77,https://en.seedfinder.eu/pics/01seeds/Sensi_Seeds/Sensi_Seeds_-_Ruderalis_Indica_thumb.jpg
11307,"Heavy Duty Fruity",622,3,0,63,https://en.seedfinder.eu/pics/01seeds/TH_Seeds/TH_Seeds_-_Heavy_Duty_Fruity_thumb.jpg
11308,"Galactic Smurf",665,0,0,0,https://en.seedfinder.eu/pics/01seeds/Trichome_Jungle_Seeds/Trichome_Jungle_Seeds_-_Galactic_Smurf_thumb.jpg
11309,"SinFully Sour",572,2,0,67,https://en.seedfinder.eu/pics/01seeds/Sin_City_Seeds/Sin_City_Seeds_-_SinFully_Sour_thumb.jpg
11310,"Golden S.A.G.E.",627,2,0,70,https://en.seedfinder.eu/pics/01seeds/The_Bank/The_Bank_-_Golden_SAGE_thumb.jpg
11311,"13 Roses",679,3,0,0,https://en.seedfinder.eu/pics/01seeds/Unknown_or_Legendary/Unknown_or_Legendary_-_13_Roses_thumb.jpg
11312,"Speedy Chile",538,1,0,42,https://en.seedfinder.eu/pics/01seeds/Royal_Queen_Seeds/Royal_Queen_Seeds_-_Speedy_Chile_thumb.jpg
11313,"Galactic Jack",623,2,0,65,https://en.seedfinder.eu/pics/01seeds/TGA_Subcool_Seeds/TGA_Subcool_Seeds_-_Galactic_Jack_thumb.jpg
11314,"Dawgs Waltz",659,1,0,57,https://en.seedfinder.eu/pics/01seeds/Top_Dawg_Seeds/Top_Dawg_Seeds_-_Dawgs_Waltz_thumb.jpg
11315,"Cherry Breath",655,3,0,60,https://en.seedfinder.eu/pics/01seeds/ThugPug_Genetics/ThugPug_Genetics_-_Cherry_Breath_thumb.jpg
11316,"Disco Biscuit",675,1,0,60,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_Disco_Biscuit_thumb.jpg
11317,"Ruderalis Skunk",561,7,0,55,https://en.seedfinder.eu/pics/01seeds/Sensi_Seeds/Sensi_Seeds_-_Ruderalis_Skunk_thumb.jpg
11318,Nepalese,645,2,0,0,https://en.seedfinder.eu/pics/01seeds/The_Real_Seed_Company/The_Real_Seed_Company_-_Nepalese_thumb.jpg
11319,Blues,677,3,0,53,https://en.seedfinder.eu/pics/01seeds/UKSeedCo/UKSeedCo_-_Blues_thumb.jpg
11320,"Critical Plus Auto",670,7,1,75,https://en.seedfinder.eu/pics/01seeds/Trikoma_Seeds/Trikoma_Seeds_-_Critical_Plus_Auto_thumb.jpg
11321,"Phnom Penh",527,2,0,98,https://en.seedfinder.eu/pics/01seeds/Reefermans_Seeds/Reefermans_Seeds_-_Phnom_Penh_thumb.jpg
11322,"Cherry Hills",655,3,0,60,https://en.seedfinder.eu/pics/01seeds/ThugPug_Genetics/ThugPug_Genetics_-_Cherry_Hills_thumb.jpg
11323,"White Widow x SCBDx",609,2,0,63,https://en.seedfinder.eu/pics/01seeds/SuperCBDx/SuperCBDx_-_White_Widow_x_SCBDx_thumb.jpg
11324,"Chocolate Thainapple",668,2,0,70,https://en.seedfinder.eu/pics/01seeds/True_Canna_Genetics/True_Canna_Genetics_-_Chocolate_Thainapple__thumb.jpg
11325,DNLD,659,0,0,0,https://en.seedfinder.eu/pics/01seeds/Top_Dawg_Seeds/Top_Dawg_Seeds_-_DNLD_thumb.jpg
11326,"Northern Lights #2",646,1,0,0,https://en.seedfinder.eu/pics/01seeds/The_Seed_Bank/The_Seed_Bank_-_Northern_Lights_Nr2_thumb.jpg
11327,"Honey Badger",675,3,0,60,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_Honey_Badger_thumb.jpg
11328,"White Widow",630,1,0,60,https://en.seedfinder.eu/pics/01seeds/The_Bulldog_Seeds/The_Bulldog_Seeds_-_White_Widow_thumb.jpg
11329,"Green Mojo OG",680,3,0,70,https://en.seedfinder.eu/pics/01seeds/Unnamed_Gen/Unnamed_Gen_-_Green_Mojo_OG_thumb.jpg
11330,"Tao Purple",662,3,0,53,https://en.seedfinder.eu/pics/01seeds/Top_Tao_Seeds/Top_Tao_Seeds_-_Tao_Purple_thumb.jpg
11331,"Cherry Pie Breath",655,3,0,60,https://en.seedfinder.eu/pics/01seeds/ThugPug_Genetics/ThugPug_Genetics_-_Cherry_Pie_Breath_thumb.jpg
11332,"Pink Kush 1.1",527,1,0,74,https://en.seedfinder.eu/pics/01seeds/Reefermans_Seeds/Reefermans_Seeds_-_Pink_Kush_1_1_thumb.jpg
11333,Afghanchitral,676,1,0,56,https://en.seedfinder.eu/pics/01seeds/Underground_Seeds_Collective/Underground_Seeds_Collective_-_Afghanchitral_thumb.jpg
11334,"Starlet Kush",260,3,0,56,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Starlet_Kush_thumb.jpg
11335,Cognition,669,2,0,74,https://en.seedfinder.eu/pics/01seeds/Tropical_Seeds_Company/Tropical_Seeds_Company_-_Cognition_thumb.jpg
11336,KillerSkunk,675,3,0,56,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_KillerSkunk_thumb.jpg
11337,"Sensi Skunk",561,1,0,48,https://en.seedfinder.eu/pics/01seeds/Sensi_Seeds/Sensi_Seeds_-_Sensi_Skunk_thumb.jpg
11338,"Spiderman CBD",651,3,0,67,https://en.seedfinder.eu/pics/01seeds/Thunderfudge/Thunderfudge_-_Spiderman_CBD_thumb.jpg
11339,"Gorilla Glue 4 on Fire",649,3,0,60,https://en.seedfinder.eu/pics/01seeds/The_Vault_Seed_Bank/The_Vault_Seed_Bank_-_Gorilla_Glue_4_on_Fire_thumb.jpg
11340,"Cherry S1",655,3,0,60,https://en.seedfinder.eu/pics/01seeds/ThugPug_Genetics/ThugPug_Genetics_-_Cherry_S1_thumb.jpg
11341,"Super Skunk",594,2,0,74,https://en.seedfinder.eu/pics/01seeds/Spliff_Seeds/Spliff_Seeds_-_Super_Skunk_thumb.jpg
11342,"Amnesia Sativa",676,2,0,77,https://en.seedfinder.eu/pics/01seeds/Underground_Seeds_Collective/Underground_Seeds_Collective_-_Amnesia_Sativa_thumb.jpg
11343,"Northern Lights 5 Haze",647,2,0,70,https://en.seedfinder.eu/pics/01seeds/The_Plant/The_Plant_-_Northern_Lights_5_Haze_thumb.jpg
11344,"Congo Pointe Noire",669,2,0,91,https://en.seedfinder.eu/pics/01seeds/Tropical_Seeds_Company/Tropical_Seeds_Company_-_Congo_Pointe_Noire_thumb.jpg
11345,"Double Dawg",659,1,0,0,https://en.seedfinder.eu/pics/01seeds/Top_Dawg_Seeds/Top_Dawg_Seeds_-_Double_Dawg_thumb.jpg
11346,"Stress Killer Automatic",538,7,1,53,https://en.seedfinder.eu/pics/01seeds/Royal_Queen_Seeds/Royal_Queen_Seeds_-_Stress_Killer_Automatic_thumb.jpg
11347,"Grape Gas",668,3,0,63,https://en.seedfinder.eu/pics/01seeds/True_Canna_Genetics/True_Canna_Genetics_-_Grape_Gas_thumb.jpg
11348,"Hell Face on Fire",649,3,0,67,https://en.seedfinder.eu/pics/01seeds/The_Vault_Seed_Bank/The_Vault_Seed_Bank_-_Hell_Face_on_Fire_thumb.jpg
11349,"Strawberry Fire Fighter",651,3,0,70,https://en.seedfinder.eu/pics/01seeds/Thunderfudge/Thunderfudge_-_Strawberry_Fire_Fighter_thumb.jpg
11350,"Dr. TC",660,1,0,65,https://en.seedfinder.eu/pics/01seeds/Treeology_Genetics/Treeology_Genetics_-_Dr_TC_thumb.jpg
11351,"Sweet 'n Sour Indoor",594,2,0,60,https://en.seedfinder.eu/pics/01seeds/Spliff_Seeds/Spliff_Seeds_-_Sweet_n_Sour_Indoor_thumb.jpg
11352,Cheese,678,2,0,53,https://en.seedfinder.eu/pics/01seeds/United_Seedbanks/United_Seedbanks_-_Cheese_thumb.jpg
11353,Yumbolt,550,1,0,60,https://en.seedfinder.eu/pics/01seeds/Sagarmatha_Seeds/Sagarmatha_Seeds_-_Yumbolt_thumb.jpg
11354,"Northern Lights #13",663,1,0,63,https://en.seedfinder.eu/pics/01seeds/TreeTown_Seeds/TreeTown_Seeds_-_Northern_Lights_Nr13_thumb.jpg
11355,"Blue Cheese X Cali Orange Bud",674,3,0,55,https://en.seedfinder.eu/pics/01seeds/Trump_Seeds/Trump_Seeds_-_Blue_Cheese_X_Cali_Orange_Bud_thumb.jpg
11356,"Sweet Skunk Automatic",538,7,1,60,https://en.seedfinder.eu/pics/01seeds/Royal_Queen_Seeds/Royal_Queen_Seeds_-_Sweet_Skunk_Automatic_thumb.jpg
11357,"Bubba HD",667,1,0,53,https://en.seedfinder.eu/pics/01seeds/Twisty_Treat_Seeds/Twisty_Treat_Seeds_-_Bubba_HD_thumb.jpg
11358,"Grape Kush",627,1,0,54,https://en.seedfinder.eu/pics/01seeds/The_Bank/The_Bank_-_Grape_Kush_thumb.jpg
11359,"Sweet 'n Sour Outdoor",594,2,0,0,https://en.seedfinder.eu/pics/01seeds/Spliff_Seeds/Spliff_Seeds_-_Sweet_n_Sour_Outdoor_thumb.jpg
11360,"Double Under Dawg",659,1,0,0,https://en.seedfinder.eu/pics/01seeds/Top_Dawg_Seeds/Top_Dawg_Seeds_-_Double_Under_Dawg_thumb.jpg
11361,"Cheech Wizard",666,1,0,64,https://en.seedfinder.eu/pics/01seeds/TSL_Farms/TSL_Farms_-_Cheech_Wizard_thumb.jpg
11362,OZone,663,2,0,58,https://en.seedfinder.eu/pics/01seeds/TreeTown_Seeds/TreeTown_Seeds_-_OZone_thumb.jpg
11363,F.I.G.,660,1,0,60,https://en.seedfinder.eu/pics/01seeds/Treeology_Genetics/Treeology_Genetics_-_FIG_thumb.jpg
11364,"Blue Cheese x Jack Herer",674,3,0,55,https://en.seedfinder.eu/pics/01seeds/Trump_Seeds/Trump_Seeds_-_Blue_Cheese_x_Jack_Herer_thumb.jpg
11365,"White Widow",538,3,0,60,https://en.seedfinder.eu/pics/01seeds/Royal_Queen_Seeds/Royal_Queen_Seeds_-_White_Widow_thumb.jpg
11366,"Charlotte's Cream",667,3,0,60,https://en.seedfinder.eu/pics/01seeds/Twisty_Treat_Seeds/Twisty_Treat_Seeds_-_Charlottes_Cream_thumb.jpg
11367,"Snoop Valley OG",576,3,0,60,https://en.seedfinder.eu/pics/01seeds/Slanted_Farms_Seed_Company/Slanted_Farms_Seed_Company_-_Snoop_Valley_OG_thumb.jpg
11368,"Close Encounters",666,1,0,75,https://en.seedfinder.eu/pics/01seeds/TSL_Farms/TSL_Farms_-_Close_Encounters_thumb.jpg
11369,"Dutch Cheese",603,1,0,53,https://en.seedfinder.eu/pics/01seeds/Sumo_Seeds/Sumo_Seeds_-_Dutch_Cheese_thumb.jpg
11370,"F.I.G. x Super TC91",660,1,0,60,https://en.seedfinder.eu/pics/01seeds/Treeology_Genetics/Treeology_Genetics_-_FIG_x_Super_TC91_thumb.jpg
11371,"Hawaiian Fantasy",574,3,0,88,https://en.seedfinder.eu/pics/01seeds/SnowHigh_Seeds/SnowHigh_Seeds_-_Hawaiian_Fantasy_thumb.jpg
11372,"Sensi Skunk Automatic",561,5,1,48,https://en.seedfinder.eu/pics/01seeds/Sensi_Seeds/Sensi_Seeds_-_Sensi_Skunk_Automatic_thumb.jpg
11373,"Stone Free",260,1,0,49,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Stone_Free_thumb.jpg
11374,"Purple Fondue",668,1,0,63,https://en.seedfinder.eu/pics/01seeds/True_Canna_Genetics/True_Canna_Genetics_-_Purple_Fondue__thumb.jpg
11375,"215 Superbud",679,0,0,0,https://en.seedfinder.eu/pics/01seeds/Unknown_or_Legendary/Unknown_or_Legendary_-_215_Superbud_thumb.jpg
11376,"Extraterrestrial OG",666,1,0,74,https://en.seedfinder.eu/pics/01seeds/TSL_Farms/TSL_Farms_-_Extraterrestrial_OG_thumb.jpg
11377,Honeymoon,622,2,0,40,https://en.seedfinder.eu/pics/01seeds/TH_Seeds/TH_Seeds_-_Honeymoon_thumb.jpg
11378,"Fast Bud #2 Auto",615,7,1,53,https://en.seedfinder.eu/pics/01seeds/Sweet_Seeds/Sweet_Seeds_-_Fast_Bud_Nr2_Auto_thumb.jpg
11379,"White Widow Automatic",538,7,1,77,https://en.seedfinder.eu/pics/01seeds/Royal_Queen_Seeds/Royal_Queen_Seeds_-_White_Widow_Automatic_thumb.jpg
11380,"Heart of Darkness",574,2,0,0,https://en.seedfinder.eu/pics/01seeds/SnowHigh_Seeds/SnowHigh_Seeds_-_Heart_of_Darkness_thumb.jpg
11381,Noname,675,2,0,67,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_Noname_thumb.jpg
11382,"Go Time",623,2,0,60,https://en.seedfinder.eu/pics/01seeds/TGA_Subcool_Seeds/TGA_Subcool_Seeds_-_Go_Time_thumb.jpg
11383,"SinMint Cookies",572,1,0,63,https://en.seedfinder.eu/pics/01seeds/Sin_City_Seeds/Sin_City_Seeds_-_SinMint_Cookies_thumb.jpg
11384,H.D.P,672,1,0,62,https://en.seedfinder.eu/pics/01seeds/Trip_Seeds/Trip_Seeds_-_HDP_thumb.jpg
11385,"Top 44",594,1,0,53,https://en.seedfinder.eu/pics/01seeds/Spliff_Seeds/Spliff_Seeds_-_Top_44_thumb.jpg
11386,Dynamite,603,1,0,60,https://en.seedfinder.eu/pics/01seeds/Sumo_Seeds/Sumo_Seeds_-_Dynamite_thumb.jpg
11387,"Shiva Shanti",561,1,0,53,https://en.seedfinder.eu/pics/01seeds/Sensi_Seeds/Sensi_Seeds_-_Shiva_Shanti_thumb.jpg
11388,Oldtimes,675,2,0,60,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_Oldtimes_thumb.jpg
11389,"Potent Purple",527,2,0,70,https://en.seedfinder.eu/pics/01seeds/Reefermans_Seeds/Reefermans_Seeds_-_Potent_Purple_thumb.jpg
11390,"Girl Scout Cookies",677,2,0,67,https://en.seedfinder.eu/pics/01seeds/UKSeedCo/UKSeedCo_-_Girl_Scout_Cookies_thumb.jpg
11391,"Rip Lee's OG",597,7,1,63,https://en.seedfinder.eu/pics/01seeds/Sterquiliniis_Seed_Supply/Sterquiliniis_Seed_Supply_-_Rip_Lee_s_OG_thumb.jpg
11392,"Famila Funk",659,1,0,60,https://en.seedfinder.eu/pics/01seeds/Top_Dawg_Seeds/Top_Dawg_Seeds_-_Famila_Funk__thumb.jpg
11393,"White Widow",594,2,0,56,https://en.seedfinder.eu/pics/01seeds/Spliff_Seeds/Spliff_Seeds_-_White_Widow_thumb.jpg
11394,"Frozen Tangie",603,2,0,67,https://en.seedfinder.eu/pics/01seeds/Sumo_Seeds/Sumo_Seeds_-_Frozen_Tangie_thumb.jpg
11395,Stratosphere,260,1,0,56,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Stratosphere_thumb.jpg
11396,"Grime OG",632,1,0,50,https://en.seedfinder.eu/pics/01seeds/The_Fire_Department/The_Fire_Department_-_Grime_OG_thumb.jpg
11397,"Purple Congo Kush",527,3,0,60,https://en.seedfinder.eu/pics/01seeds/Reefermans_Seeds/Reefermans_Seeds_-_Purple_Congo_Kush_thumb.jpg
11398,"Northern Lights #2 F-3",646,1,0,45,https://en.seedfinder.eu/pics/01seeds/The_Seed_Bank/The_Seed_Bank_-_Northern_Lights_Nr2_F3_thumb.jpg
11399,"Ripley, CA",597,7,1,63,https://en.seedfinder.eu/pics/01seeds/Sterquiliniis_Seed_Supply/Sterquiliniis_Seed_Supply_-_Ripley_CA_thumb.jpg
11400,"Machine Gun Funk",673,2,0,77,https://en.seedfinder.eu/pics/01seeds/Ultra_Genetics/Ultra_Genetics_-_Machine_Gun_Funk_thumb.jpg
11401,"Pink Fire",681,1,0,70,https://en.seedfinder.eu/pics/01seeds/Up_The_Hill_Creations/Up_The_Hill_Creations_-_Pink_Fire_thumb.jpg
11402,"White Widow Automatic",594,7,1,63,https://en.seedfinder.eu/pics/01seeds/Spliff_Seeds/Spliff_Seeds_-_White_Widow_Automatic_thumb.jpg
11403,"33 Splitter",682,1,0,60,https://en.seedfinder.eu/pics/01seeds/Uprising_Seed_Co/Uprising_Seed_Co_-_33_Splitter_thumb.jpg
11404,"Strawberry Lemonade",651,3,0,73,https://en.seedfinder.eu/pics/01seeds/Thunderfudge/Thunderfudge_-_Strawberry_Lemonade_thumb.jpg
11405,"Reeferman Sour Diesel",527,3,0,70,https://en.seedfinder.eu/pics/01seeds/Reefermans_Seeds/Reefermans_Seeds_-_Reeferman_Sour_Diesel_thumb.jpg
11406,"OG Kush",647,1,0,56,https://en.seedfinder.eu/pics/01seeds/The_Plant/The_Plant_-_OG_Kush_thumb.jpg
11407,"ChemDawg Guava x Creamsicle",667,3,0,60,https://en.seedfinder.eu/pics/01seeds/Twisty_Treat_Seeds/Twisty_Treat_Seeds_-_ChemDawg_Guava_x_Creamsicle_thumb.jpg
11408,"Jack Herer",670,2,0,81,https://en.seedfinder.eu/pics/01seeds/Trikoma_Seeds/Trikoma_Seeds_-_Jack_Herer_thumb.jpg
11409,"Oldtimes BX",675,2,0,63,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_Oldtimes_BX_thumb.jpg
11410,"Red Velvet Cookies",681,1,0,65,https://en.seedfinder.eu/pics/01seeds/Up_The_Hill_Creations/Up_The_Hill_Creations_-_Red_Velvet_Cookies_thumb.jpg
11411,"Sugartown Express",260,3,0,56,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Sugartown_Express_thumb.jpg
11412,"Cherry Clifton",682,1,0,60,https://en.seedfinder.eu/pics/01seeds/Uprising_Seed_Co/Uprising_Seed_Co_-_Cherry_Clifton_thumb.jpg
11413,"Hang 10",627,2,0,73,https://en.seedfinder.eu/pics/01seeds/The_Bank/The_Bank_-_Hang_10_thumb.jpg
11414,"Sour Diesel",647,3,0,63,https://en.seedfinder.eu/pics/01seeds/The_Plant/The_Plant_-_Sour_Diesel_thumb.jpg
11415,"George W Kush",603,1,0,60,https://en.seedfinder.eu/pics/01seeds/Sumo_Seeds/Sumo_Seeds_-_George_W_Kush_thumb.jpg
11416,"Jack Herer Auto",670,6,1,81,https://en.seedfinder.eu/pics/01seeds/Trikoma_Seeds/Trikoma_Seeds_-_Jack_Herer_Auto_thumb.jpg
11417,"Citro Haze",678,2,0,84,https://en.seedfinder.eu/pics/01seeds/United_Seedbanks/United_Seedbanks_-_Citro_Haze_thumb.jpg
11418,"Double Black Doja",533,1,0,63,https://en.seedfinder.eu/pics/01seeds/Riot_Seeds/Riot_Seeds_-_Double_Black_Doja_thumb.jpg
11419,"White Widow XTRM",630,1,0,56,https://en.seedfinder.eu/pics/01seeds/The_Bulldog_Seeds/The_Bulldog_Seeds_-_White_Widow_XTRM_thumb.jpg
11420,"Daisy Cutter",682,1,0,60,https://en.seedfinder.eu/pics/01seeds/Uprising_Seed_Co/Uprising_Seed_Co_-_Daisy_Cutter_thumb.jpg
11421,"Sun Maiden",260,3,0,60,https://en.seedfinder.eu/pics/01seeds/Gage_Green_Genetics/Gage_Green_Genetics_-_Sun_Maiden_thumb.jpg
11422,"Head Rush",627,3,0,68,https://en.seedfinder.eu/pics/01seeds/The_Bank/The_Bank_-_Head_Rush_thumb.jpg
11423,"Goji Haze",603,2,0,67,https://en.seedfinder.eu/pics/01seeds/Sumo_Seeds/Sumo_Seeds_-_Goji_Haze_thumb.jpg
11424,"MAK 10",673,3,0,63,https://en.seedfinder.eu/pics/01seeds/Ultra_Genetics/Ultra_Genetics_-_MAK_10_thumb.jpg
11425,"Sour D*OG",523,1,0,65,https://en.seedfinder.eu/pics/01seeds/Rare_Dankness_Seeds/Rare_Dankness_Seeds_-_Sour_DOG_thumb.jpg
11426,"Nepalese White Mountain",645,2,0,0,https://en.seedfinder.eu/pics/01seeds/The_Real_Seed_Company/The_Real_Seed_Company_-_Nepalese_White_Mountain_thumb.jpg
11427,"Robot Monster",597,7,1,63,https://en.seedfinder.eu/pics/01seeds/Sterquiliniis_Seed_Supply/Sterquiliniis_Seed_Supply_-_Robot_Monster_thumb.jpg
11428,"Premier Sweet",675,2,0,67,https://en.seedfinder.eu/pics/01seeds/Underground_Originals/Underground_Originals_-_Premier_Sweet_thumb.jpg
11429,"Grape Inferno",623,1,0,60,https://en.seedfinder.eu/pics/01seeds/TGA_Subcool_Seeds/TGA_Subcool_Seeds_-_Grape_Inferno_thumb.jpg
11430,"Hell Fire OG",574,2,0,0,https://en.seedfinder.eu/pics/01seeds/SnowHigh_Seeds/SnowHigh_Seeds_-_Hell_Fire_OG_thumb.jpg
