id,name,breeder,species,auto_flower,flower_time,image
2728,"Show Time",17,1,0,0,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_Show_Time_thumb.jpg
2729,"False Teeth V3",195,1,0,67,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_False_Teeth_V3_thumb.jpg
2730,"Blue Dream Auto",192,7,1,70,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Blue_Dream_Auto_thumb.jpg
2731,"Early Skunk",116,3,0,52,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Early_Skunk_thumb.jpg
2732,Grapekrush,186,3,0,56,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_Grapekrush_thumb.jpg
2733,"Red Heri Fruit Bud",171,1,0,65,https://en.seedfinder.eu/pics/01seeds/Da_Bean_Co/Da_Bean_Co_-_Red_Heri_Fruit_Bud_thumb.jpg
2734,Bubble-Star,139,1,0,60,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Bubble-Star_thumb.jpg
2735,"Cataract Kush",185,1,0,60,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_Cataract_Kush_thumb.jpg
2736,"Magnum Platinum Haze",188,2,0,70,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Magnum_Platinum_Haze_thumb.jpg
2737,Pachamama,143,2,0,60,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_Pachamama_thumb.jpg
2738,"Foul Mouth",195,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_Foul_Mouth_thumb.jpg
2739,"Bubble Kush",201,1,0,60,https://en.seedfinder.eu/pics/01seeds/DutchFem/DutchFem_-_Bubble_Kush_thumb.jpg
2740,"Sour Face",17,1,0,68,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_Sour_Face_thumb.jpg
2741,"Chocolate Fondue",185,2,0,60,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_Chocolate_Fondue_thumb.jpg
2742,Critical,107,1,0,53,https://en.seedfinder.eu/pics/01seeds/Bulk_Seed_Bank/Bulk_Seed_Bank_-_Critical_thumb.jpg
2743,"Mekong Haze",188,2,0,126,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Mekong_Haze_thumb.jpg
2744,"Boo Boo Berry",204,1,0,0,https://en.seedfinder.eu/pics/01seeds/Dying_Breed_Seeds/Dying_Breed_Seeds_-_Boo_Boo_Berry_thumb.jpg
2745,"Sour Cup Cookies",172,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dank_Genetics/Dank_Genetics_-_Sour_Cup_Cookies_thumb.jpg
2746,"Space Face",17,1,0,68,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_Space_Face_thumb.jpg
2747,"Bubba Kush",192,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Bubba_Kush_thumb.jpg
2748,Afghana,205,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Afghana_thumb.jpg
2749,"Critical Mass",107,1,0,49,https://en.seedfinder.eu/pics/01seeds/Bulk_Seed_Bank/Bulk_Seed_Bank_-_Critical_Mass_thumb.jpg
2750,"Simpson Kush",188,2,0,63,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Simpson_Kush_thumb.jpg
2751,"Big Laughing",199,1,0,55,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Big_Laughing_thumb.jpg
2752,"Purple Lightning",109,1,0,50,https://en.seedfinder.eu/pics/01seeds/British_Columbia_Seed_Company/British_Columbia_Seed_Company_-_Purple_Lightning_thumb.jpg
2753,"Auto Relax",180,5,1,70,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Auto_Relax_thumb.jpg
2754,Cheese,192,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Cheese_thumb.jpg
2755,"Dark Gamma Kush",173,1,0,70,https://en.seedfinder.eu/pics/01seeds/Dark_Horse_Genetics/Dark_Horse_Genetics_-_Dark_Gamma_Kush_thumb.jpg
2756,"Silver Flying Fox",174,2,0,72,https://en.seedfinder.eu/pics/01seeds/Desert_King_Mountain_High_Seed_Co/Desert_King_Mountain_High_Seed_Co_-_Silver_Flying_Fox_thumb.jpg
2757,"Lemon Bud",168,1,0,50,https://en.seedfinder.eu/pics/01seeds/De_Sjamaan/De_Sjamaan_-_Lemon_Bud_thumb.jpg
2758,"Jack 33",144,3,0,49,https://en.seedfinder.eu/pics/01seeds/CH9_Female_Seeds/CH9_Female_Seeds_-_Jack_33_thumb.jpg
2759,"Big Crack Tsunami",180,1,0,0,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Big_Crack_Tsunami_thumb.jpg
2760,"Bulk Smash Auto",197,7,1,70,https://en.seedfinder.eu/pics/01seeds/Dr_Krippling_Seeds/Dr_Krippling_Seeds_-_Bulk_Smash_Auto_thumb.jpg
2761,"Stinky Pinky",109,1,0,58,https://en.seedfinder.eu/pics/01seeds/British_Columbia_Seed_Company/British_Columbia_Seed_Company_-_Stinky_Pinky_thumb.jpg
2762,"Cheese Auto",192,7,1,70,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Cheese_Auto_thumb.jpg
2763,"Magic Crystal",168,3,0,63,https://en.seedfinder.eu/pics/01seeds/De_Sjamaan/De_Sjamaan_-_Magic_Crystal_thumb.jpg
2764,"Rebel God Smoke",143,2,0,53,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_Rebel_God_Smoke_thumb.jpg
2765,"Master Kush",183,1,0,56,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_Master_Kush_thumb.jpg
2766,"Kush Autoflower",144,5,1,56,https://en.seedfinder.eu/pics/01seeds/CH9_Female_Seeds/CH9_Female_Seeds_-_Kush_Autoflower_thumb.jpg
2767,"Southern Lights",188,2,0,78,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Southern_Lights_thumb.jpg
2768,"Blue Kush",182,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Blue_Kush_thumb.jpg
2769,Chocolope,185,2,0,77,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_Chocolope_thumb.jpg
2770,"Vanilla Haze",131,2,0,77,https://en.seedfinder.eu/pics/01seeds/CBD_Seeds/CBD_Seeds_-_Vanilla_Haze_thumb.jpg
2771,"Northern Light Auto",183,5,1,53,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_Northern_Light_Auto_thumb.jpg
2772,"East Coast Cookies",146,2,0,67,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_East_Coast_Cookies_thumb.jpg
2773,"Southern Lights #7",188,2,0,67,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Southern_Lights_Nr7_thumb.jpg
2774,"Strawberry Shine",184,2,0,67,https://en.seedfinder.eu/pics/01seeds/Dirty_Water_Organics/Dirty_Water_Organics_-_Strawberry_Shine_thumb.jpg
2775,Honeybee,186,2,0,58,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_Honeybee_thumb.jpg
2776,"Chocolope Kush",185,2,0,63,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_Chocolope_Kush_thumb.jpg
2777,"Pakistani Hash Plant",28,1,0,60,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Pakistani_Hash_Plant_thumb.jpg
2778,"Big Purps",199,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Big_Purps_thumb.jpg
2779,"Purple Dutch",183,7,0,60,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_Purple_Dutch_thumb.jpg
2780,"Dark Domina",107,1,0,49,https://en.seedfinder.eu/pics/01seeds/Bulk_Seed_Bank/Bulk_Seed_Bank_-_Dark_Domina_thumb.jpg
2781,"Auto Jack",206,7,1,75,https://en.seedfinder.eu/pics/01seeds/Dready_Seeds/Dready_Seeds_-_Auto_Jack_thumb.jpg
2782,"Bubba Black",189,1,0,69,https://en.seedfinder.eu/pics/01seeds/Dopamine_Seeds/Dopamine_Seeds_-_Bubba_Black_thumb.jpg
2783,"Johnny Blaze",186,3,0,70,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_Johnny_Blaze_thumb.jpg
2784,"Buzz Light Gear",197,2,0,77,https://en.seedfinder.eu/pics/01seeds/Dr_Krippling_Seeds/Dr_Krippling_Seeds_-_Buzz_Light_Gear_thumb.jpg
2785,"Connie Chung",185,3,0,63,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_Connie_Chung_thumb.jpg
2786,"Pineapple Kush",28,5,0,60,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Pineapple_Kush_thumb.jpg
2787,"Purple Orange",183,7,1,56,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_Purple_Orange_thumb.jpg
2788,"Master Haze",168,3,0,77,https://en.seedfinder.eu/pics/01seeds/De_Sjamaan/De_Sjamaan_-_Master_Haze_thumb.jpg
2789,"Tahoe Kookie OG",184,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dirty_Water_Organics/Dirty_Water_Organics_-_Tahoe_Kookie_OG_thumb.jpg
2790,"East Coast Sour Diesel Haze",146,2,0,81,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_East_Coast_Sour_Diesel_Haze_thumb.jpg
2791,Clinical,180,1,0,48,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Clinical_thumb.jpg
2792,Euforia,116,3,0,59,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Euforia_thumb.jpg
2793,"Chemdog Millionaire",197,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Krippling_Seeds/Dr_Krippling_Seeds_-_Chemdog_Millionaire_thumb.jpg
2794,Prometheus,28,1,0,60,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Prometheus_thumb.jpg
2795,"Purple Mexican",124,3,0,67,https://en.seedfinder.eu/pics/01seeds/Cannabiogen/Cannabiogen_-_Purple_Mexican_thumb.jpg
2796,Slazerbeam,143,2,0,60,https://en.seedfinder.eu/pics/01seeds/Colorado_Seed_Inc/Colorado_Seed_Inc_-_Slazerbeam_thumb.jpg
2797,"Sugar Kush",183,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_Sugar_Kush_thumb.jpg
2798,Tangalien,184,2,0,60,https://en.seedfinder.eu/pics/01seeds/Dirty_Water_Organics/Dirty_Water_Organics_-_Tangalien_thumb.jpg
2799,Fuel,146,1,0,70,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_Fuel_thumb.jpg
2800,"White Voodoo",152,3,0,70,https://en.seedfinder.eu/pics/01seeds/Crop_King_Seeds/Crop_King_Seeds_-_White_Voodoo_thumb.jpg
2801,"Razzberry OG",66,1,0,53,https://en.seedfinder.eu/pics/01seeds/Apothecary_Genetics/Apothecary_Genetics_-_Razzberry_OG_thumb.jpg
2802,Choc-Matic,197,7,1,75,https://en.seedfinder.eu/pics/01seeds/Dr_Krippling_Seeds/Dr_Krippling_Seeds_-_Choc-Matic_thumb.jpg
2803,"Eter Express",180,1,0,58,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Eter_Express_thumb.jpg
2804,"Super Kush",109,1,0,55,https://en.seedfinder.eu/pics/01seeds/British_Columbia_Seed_Company/British_Columbia_Seed_Company_-_Super_Kush_thumb.jpg
2805,"Stink Bomb",17,1,0,0,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_Stink_Bomb_thumb.jpg
2806,"Blueberry x Power Plant",200,3,0,56,https://en.seedfinder.eu/pics/01seeds/Dr_Hemps_Seeds/Dr_Hemps_Seeds_-_Blueberry_x_Power_Plant_thumb.jpg
2807,"Critical Citral",189,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dopamine_Seeds/Dopamine_Seeds_-_Critical_Citral_thumb.jpg
2808,"Casey's Rollex O.G.",201,1,0,63,https://en.seedfinder.eu/pics/01seeds/DutchFem/DutchFem_-_Caseys_Rollex_OG_thumb.jpg
2809,13,209,1,0,60,https://en.seedfinder.eu/pics/01seeds/Earthly_Pleasures/Earthly_Pleasures_-_13_thumb.jpg
2810,"Tropical Delight",183,2,0,63,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_Tropical_Delight_thumb.jpg
2811,"White Widow",152,1,0,56,https://en.seedfinder.eu/pics/01seeds/Crop_King_Seeds/Crop_King_Seeds_-_White_Widow_thumb.jpg
2812,"Regulator OG",66,1,0,63,https://en.seedfinder.eu/pics/01seeds/Apothecary_Genetics/Apothecary_Genetics_-_Regulator_OG_thumb.jpg
2813,"Dr. Hemp #1",200,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Hemps_Seeds/Dr_Hemps_Seeds_-_Dr_Hemp_Nr1_thumb.jpg
2814,"Critical DP",189,1,0,50,https://en.seedfinder.eu/pics/01seeds/Dopamine_Seeds/Dopamine_Seeds_-_Critical_DP_thumb.jpg
2815,"Top Dawg",53,3,0,67,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_Top_Dawg_thumb.jpg
2816,AlaDin,207,2,0,67,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_AlaDin_thumb.jpg
2817,Stargazer,188,1,0,65,https://en.seedfinder.eu/pics/01seeds/Delta_9_Labs/Delta_9_Labs_-_Stargazer_thumb.jpg
2818,Caboose,139,1,0,0,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Caboose_thumb.jpg
2819,"Heaven Mountain",89,3,0,63,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Heaven_Mountain_thumb.jpg
2820,"San Fernando Valley OG",66,1,0,56,https://en.seedfinder.eu/pics/01seeds/Apothecary_Genetics/Apothecary_Genetics_-_San_Fernando_Valley_OG_thumb.jpg
2821,AK,205,2,0,53,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_AK_thumb.jpg
2822,Ice,116,1,0,56,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Ice_thumb.jpg
2823,"Watermelon Zkittlez",204,2,0,0,https://en.seedfinder.eu/pics/01seeds/Dying_Breed_Seeds/Dying_Breed_Seeds_-_Watermelon_Zkittlez_thumb.jpg
2824,"White Amnesia",183,2,0,74,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_White_Amnesia_thumb.jpg
2825,"A-13 x C99",196,2,0,0,https://en.seedfinder.eu/pics/01seeds/Dutch_Flowers/Dutch_Flowers_-_A-13_x_C99_thumb.jpg
2826,"Girl Scout Haze Cookies",146,3,0,67,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_Girl_Scout_Haze_Cookies_thumb.jpg
2827,"Sand Storm",124,1,0,60,https://en.seedfinder.eu/pics/01seeds/Cannabiogen/Cannabiogen_-_Sand_Storm_thumb.jpg
2828,"Auto Blue",205,7,1,60,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Auto_Blue_thumb.jpg
2829,"Jack Herer",116,3,0,62,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Jack_Herer_thumb.jpg
2830,"Critical+ Auto",189,7,1,68,https://en.seedfinder.eu/pics/01seeds/Dopamine_Seeds/Dopamine_Seeds_-_Critical_Plus_Auto_thumb.jpg
2831,"Pure Pineapple Kush",28,1,0,60,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Pure_Pineapple_Kush_thumb.jpg
2832,Xenu,160,3,0,63,https://en.seedfinder.eu/pics/01seeds/Cult_Classics_Seeds/Cult_Classics_Seeds_-_Xenu_thumb.jpg
2833,"Triple Cheese",53,1,0,55,https://en.seedfinder.eu/pics/01seeds/Barneys_Farm/Barneys_Farm_-_Triple_Cheese_thumb.jpg
2834,"Gum Lock",165,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dane_Strains/Dane_Strains_-_Gum_Lock_thumb.jpg
2835,"Dark Heart",173,0,0,70,https://en.seedfinder.eu/pics/01seeds/Dark_Horse_Genetics/Dark_Horse_Genetics_-_Dark_Heart_thumb.jpg
2836,"Girl Scout Jones",146,3,0,63,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_Girl_Scout_Jones_thumb.jpg
2837,"Dubai Poison",107,2,0,60,https://en.seedfinder.eu/pics/01seeds/Bulk_Seed_Bank/Bulk_Seed_Bank_-_Dubai_Poison_thumb.jpg
2838,"Pure Purple Skunk",28,2,0,63,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Pure_Purple_Skunk_thumb.jpg
2839,"Mountain Jam",186,1,0,56,https://en.seedfinder.eu/pics/01seeds/DJ_Short/DJ_Short_-_Mountain_Jam_thumb.jpg
2840,"White Widow Bubble",183,1,0,65,https://en.seedfinder.eu/pics/01seeds/Dizzy_Duck_Seeds/Dizzy_Duck_Seeds_-_White_Widow_Bubble_thumb.jpg
2841,"Matic Light",165,7,1,67,https://en.seedfinder.eu/pics/01seeds/Dane_Strains/Dane_Strains_-_Matic_Light_thumb.jpg
2842,"Miley Cyrus",133,3,0,67,https://en.seedfinder.eu/pics/01seeds/Cannarado_Genetics/Cannarado_Genetics_-_Miley_Cyrus_thumb.jpg
2843,"First Sativa",210,2,0,70,https://en.seedfinder.eu/pics/01seeds/Earth_Seeds/Earth_Seeds_-_First_Sativa_thumb.jpg
2844,"Kali Mist",116,2,0,75,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_Kali_Mist_thumb.jpg
2845,"Grand Slam",195,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_Grand_Slam_thumb.jpg
2846,"Critical Jack Herer",178,2,0,88,https://en.seedfinder.eu/pics/01seeds/Delicious_Seeds/Delicious_Seeds_-_Critical_Jack_Herer_thumb.jpg
2847,"Merlin's Dream",168,1,0,55,https://en.seedfinder.eu/pics/01seeds/De_Sjamaan/De_Sjamaan_-_Merlins_Dream_thumb.jpg
2848,"Bubba Kush",199,1,0,63,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Bubba_Kush_thumb.jpg
2849,"Sour Dosidos",172,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dank_Genetics/Dank_Genetics_-_Sour_Dosidos_thumb.jpg
2850,"Blue Lightning",198,7,0,40,https://en.seedfinder.eu/pics/01seeds/DutchBreed/DutchBreed_-_Blue_Lightning_thumb.jpg
2851,"Grandaddy Haze",146,3,0,63,https://en.seedfinder.eu/pics/01seeds/Connoisseur_Genetics/Connoisseur_Genetics_-_Grandaddy_Haze_thumb.jpg
2852,"Dark Horse OG",173,1,0,70,https://en.seedfinder.eu/pics/01seeds/Dark_Horse_Genetics/Dark_Horse_Genetics_-_Dark_Horse_OG_thumb.jpg
2853,"American Beauty",207,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_American_Beauty_thumb.jpg
2854,S.A.M.,171,1,0,60,https://en.seedfinder.eu/pics/01seeds/Da_Bean_Co/Da_Bean_Co_-_SAM_thumb.jpg
2855,"DJ's Gold",185,3,0,63,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_DJs_Gold_thumb.jpg
2856,BlisterFist,208,2,0,67,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_BlisterFist_thumb.jpg
2857,"Haze Widow",189,2,0,67,https://en.seedfinder.eu/pics/01seeds/Dopamine_Seeds/Dopamine_Seeds_-_Haze_Widow_thumb.jpg
2858,"Sour Lemonaid",172,3,0,63,https://en.seedfinder.eu/pics/01seeds/Dank_Genetics/Dank_Genetics_-_Sour_Lemonaid_thumb.jpg
2859,"Island Eisbaer",180,1,0,65,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Island_Eisbaer_thumb.jpg
2860,"Brenda's Skunk x NL",211,1,0,63,https://en.seedfinder.eu/pics/01seeds/East_Island_Seeds/East_Island_Seeds_-_Brendas_Skunk_x_NL_thumb.jpg
2861,"Brazilian Pineapple",198,2,0,53,https://en.seedfinder.eu/pics/01seeds/DutchBreed/DutchBreed_-_Brazilian_Pineapple_thumb.jpg
2862,"Auto Dutch",205,7,1,60,https://en.seedfinder.eu/pics/01seeds/Dutch_Quality_Seeds/Dutch_Quality_Seeds_-_Auto_Dutch_thumb.jpg
2863,"Bubba OG",199,1,0,65,https://en.seedfinder.eu/pics/01seeds/Dr_Greenthumb/Dr_Greenthumb_-_Bubba_OG_thumb.jpg
2864,"Blue Heron",208,1,0,60,https://en.seedfinder.eu/pics/01seeds/Dynasty_Seeds/Dynasty_Seeds_-_Blue_Heron_thumb.jpg
2865,Hollyweed,89,1,0,0,https://en.seedfinder.eu/pics/01seeds/Bodhi_Seeds/Bodhi_Seeds_-_Hollyweed_thumb.jpg
2866,"Island Goat Cheese",180,3,0,0,https://en.seedfinder.eu/pics/01seeds/Dispensario_Seeds/Dispensario_Seeds_-_Island_Goat_Cheese_thumb.jpg
2867,"Auto King Kong",207,7,0,53,https://en.seedfinder.eu/pics/01seeds/Dr_Underground/Dr_Underground_-_Auto_King_Kong_thumb.jpg
2868,"Green Crack",212,1,0,53,https://en.seedfinder.eu/pics/01seeds/East_Coast_Farmers_Genetics/East_Coast_Farmers_Genetics_-_Green_Crack_thumb.jpg
2869,"L.A. Conf",116,1,0,56,https://en.seedfinder.eu/pics/01seeds/Bulk_Seeds/Bulk_Seeds_-_LA_Conf_thumb.jpg
2870,Rylo,28,1,0,65,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Rylo_thumb.jpg
2871,"Grandpa's Breath",195,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dungeons_Vault_Genetics/Dungeons_Vault_Genetics_-_Grandpas_Breath_thumb.jpg
2872,Zeus,152,2,0,70,https://en.seedfinder.eu/pics/01seeds/Crop_King_Seeds/Crop_King_Seeds_-_Zeus_thumb.jpg
2873,"The Sweeties",17,1,0,68,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_The_Sweeties_thumb.jpg
2874,"Skunk Warrior",171,3,0,65,https://en.seedfinder.eu/pics/01seeds/Da_Bean_Co/Da_Bean_Co_-_Skunk_Warrior_thumb.jpg
2875,"Candy Jack",139,2,0,60,https://en.seedfinder.eu/pics/01seeds/Clone_Only_Strains/Clone_Only_Strains_-_Candy_Jack_thumb.jpg
2876,"Supreme Skunk",109,2,0,50,https://en.seedfinder.eu/pics/01seeds/British_Columbia_Seed_Company/British_Columbia_Seed_Company_-_Supreme_Skunk_thumb.jpg
2877,"Sappfires F2 Harlo",28,2,0,75,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Sappfires_F2_Harlo_thumb.jpg
2878,"Towers of Power",174,2,0,65,https://en.seedfinder.eu/pics/01seeds/Desert_King_Mountain_High_Seed_Co/Desert_King_Mountain_High_Seed_Co_-_Towers_of_Power_thumb.jpg
2879,"Montuc Kush",133,3,0,63,https://en.seedfinder.eu/pics/01seeds/Cannarado_Genetics/Cannarado_Genetics_-_Montuc_Kush_thumb.jpg
2880,Widow,131,3,0,56,https://en.seedfinder.eu/pics/01seeds/CBD_Seeds/CBD_Seeds_-_Widow_thumb.jpg
2881,"Z Cube",204,1,0,49,https://en.seedfinder.eu/pics/01seeds/Dying_Breed_Seeds/Dying_Breed_Seeds_-_Z_Cube_thumb.jpg
2882,"Double Alien 18",185,1,0,63,https://en.seedfinder.eu/pics/01seeds/DNA_Genetics_Seeds/DNA_Genetics_Seeds_-_Double_Alien_18_thumb.jpg
2883,"Double Lemon Pie",173,2,0,63,https://en.seedfinder.eu/pics/01seeds/Dark_Horse_Genetics/Dark_Horse_Genetics_-_Double_Lemon_Pie_thumb.jpg
2884,"Blue Kush Autoflowering",182,3,1,75,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Blue_Kush_Autoflowering_thumb.jpg
2885,"Sins OG",28,2,0,67,https://en.seedfinder.eu/pics/01seeds/Aficionado_Seed_Bank/Aficionado_Seed_Bank_-_Sins_OG_thumb.jpg
2886,"Early Top Skunk",107,1,0,53,https://en.seedfinder.eu/pics/01seeds/Bulk_Seed_Bank/Bulk_Seed_Bank_-_Early_Top_Skunk_thumb.jpg
2887,"Dutch Treat",211,1,0,49,https://en.seedfinder.eu/pics/01seeds/East_Island_Seeds/East_Island_Seeds_-_Dutch_Treat_thumb.jpg
2888,Chemdawg,192,2,0,63,https://en.seedfinder.eu/pics/01seeds/Dr_Blaze/Dr_Blaze_-_Chemdawg_thumb.jpg
2889,"Silver Back",66,3,0,60,https://en.seedfinder.eu/pics/01seeds/Apothecary_Genetics/Apothecary_Genetics_-_Silver_Back_thumb.jpg
2890,Yumbolt,131,1,0,63,https://en.seedfinder.eu/pics/01seeds/CBD_Seeds/CBD_Seeds_-_Yumbolt_thumb.jpg
2891,Three-Two,17,2,0,0,https://en.seedfinder.eu/pics/01seeds/Archive_Seed_Bank/Archive_Seed_Bank_-_Three-Two_thumb.jpg
2892,"Blue Thai",182,3,0,60,https://en.seedfinder.eu/pics/01seeds/Dinafem/Dinafem_-_Blue_Thai_thumb.jpg
2893,"Vegan Safari",174,2,0,55,https://en.seedfinder.eu/pics/01seeds/Desert_King_Mountain_High_Seed_Co/Desert_King_Mountain_High_Seed_Co_-_Vegan_Safari_thumb.jpg
2894,"Auto Cinderella Jack",202,7,1,74,https://en.seedfinder.eu/pics/01seeds/Dutch_Passion/Dutch_Passion_-_Auto_Cinderella_Jack_thumb.jpg
2895,"Dutch Treat x Hashplant",211,1,0,49,https://en.seedfinder.eu/pics/01seeds/East_Island_Seeds/East_Island_Seeds_-_Dutch_Treat_x_Hashplant_thumb.jpg
