,name,keywords
1514,Old-Toby,Creative Energetic Happy Euphoric Relaxed Lime Pine Spicy/Herbal
1515,Oldtimers-Haze,Tingly Uplifted Energetic Citrus Pine
1516,Omega,Euphoric Happy Tingly Relaxed Uplifted Menthol Spicy/Herbal Sweet
1517,Omega-Dawg,Uplifted Euphoric Relaxed Happy Tingly Diesel Sweet Earthy
1518,One-To-One,Focused Hungry Relaxed Creative Energetic Earthy Woody Pepper
1519,Opal-Og-Kush,Relaxed Euphoric Aroused Sleepy Tingly Strawberry Earthy Lavender
1520,Opium,Happy Relaxed Euphoric Uplifted Giggly Earthy Citrus Flowery
1521,Or,Hungry Happy Relaxed Euphoric Sleepy Earthy Flowery Woody
1522,Orange-Afghani,Hungry Relaxed Sleepy Creative Uplifted Orange Citrus Earthy
1523,Orange-Blossom,Uplifted Euphoric Happy Talkative Creative Orange Citrus Pine
1524,Orange-Bud,Happy Euphoric Energetic Relaxed Uplifted Orange Citrus Pungent
1525,Orange-Cookies,Relaxed Happy Uplifted Euphoric Creative Citrus Orange Sweet
1526,Orange-Creamsicle,Relaxed Happy Euphoric Uplifted Focused Citrus Orange Sweet
1527,Orange-Crush,Uplifted Happy Relaxed Energetic Creative Citrus Orange Sweet
1528,Orange-Diesel,Relaxed Focused Talkative Energetic Euphoric Citrus Orange Diesel
1529,Orange-Dream,Happy Euphoric Creative Uplifted Relaxed Tropical Orange Citrus
1530,Orange-Durban,Energetic Talkative Uplifted Focused Creative Orange Sweet Citrus
1531,Orange-Haze,Happy Uplifted Euphoric Relaxed Energetic Orange Sweet Citrus
1532,Orange-Hill-Special,Happy Relaxed Sleepy Euphoric Focused Orange Citrus Sweet
1533,Orange-Juice,Relaxed Euphoric Uplifted Happy Creative Citrus Orange Sweet
1534,Orange-Kush,Relaxed Happy Euphoric Sleepy Hungry Orange Citrus Sweet
1535,Orange-Kush-Breath,
1536,Orange-Romulan,Euphoric Relaxed Tingly Giggly Happy Citrus Orange Lime
1537,Orange-Skunk,Happy Relaxed Uplifted Hungry Tingly Citrus Orange Earthy
1538,Orange-Turbo,Happy Creative Relaxed Sleepy Hungry Citrus Orange Sweet
1539,Orange-Velvet,Uplifted Relaxed Happy Euphoric Focused Orange Citrus Sweet
1540,Orange-Wreck,Uplifted Creative Energetic Euphoric Focused Orange Citrus Pine
1541,Oregon-Diesel,Relaxed Happy Sleepy Tingly Euphoric Diesel Earthy Pine
1542,Oregon-Pineapple,Happy Giggly Uplifted Relaxed Creative Pineapple Sweet Cheese
1543,Oregon-Pinot-Noir,Relaxed Euphoric Sleepy Focused Tingly Grape Sweet Diesel
1544,Organic-Diesel,Uplifted Happy Talkative Energetic Focused Diesel Pungent Tobacco
1545,Orient-Express,
1546,Ortega,Relaxed Giggly Uplifted Euphoric Sleepy Spicy/Herbal Pepper Earthy
1547,Oteils-Egyptian-Kush,Happy Hungry Relaxed Focused Creative Earthy Pungent Woody
1548,Outer-Space,Uplifted Creative Euphoric Energetic Happy Sweet Citrus Berry
1549,Outlaw,Euphoric Uplifted Creative Energetic Focused Earthy Woody Spicy/Herbal
1550,Ogezus,Relaxed Euphoric Happy Creative Energetic Sweet Citrus Lemon
1551,P-51,Happy Giggly Tingly Uplifted Relaxed Earthy Spicy/Herbal Sweet
1552,P-91,Euphoric Happy Relaxed Creative Energetic Sweet Chemical Citrus
1553,Pvc-Og,
1554,Pacific-Blue,Tingly Relaxed Sleepy Uplifted Creative Flowery Earthy Sweet
1555,Pagoda,Uplifted Happy Relaxed Talkative Energetic Citrus Grapefruit Tropical
1556,Pakistan-Valley-Kush,Relaxed Happy Sleepy Euphoric Uplifted Pine Sweet Earthy
1557,Pakistani-Chitral-Kush,Relaxed Happy Sleepy Euphoric Hungry Earthy Sweet Berry
1558,Pamelina,Euphoric Relaxed Happy Sleepy Uplifted Chemical Sage Flowery
1559,Panama-Punch,Happy Energetic Uplifted Focused Tingly Orange Tropical Berry
1560,Panama-Red,Happy Hungry Uplifted Energetic Focused Earthy Spicy/Herbal Skunk
1561,Panda-Og,Relaxed Euphoric Happy Focused Uplifted Earthy Berry Chemical
1562,Pandoras-Box,Euphoric Energetic Uplifted Happy Focused Spicy/Herbal Citrus Flowery
1563,Papas-Og,Relaxed Focused Happy Giggly Sleepy Earthy Pungent Sweet
1564,Papaya,Relaxed Sleepy Happy Euphoric Hungry Tropical Sweet Tree Fruit
1565,Paris-Og,Relaxed Happy Sleepy Euphoric Uplifted Earthy Lemon Pine
1566,Paris-Xxx,Creative Aroused Uplifted Energetic Euphoric Sweet Pungent Nutty
1567,Patti-Cake,
1568,Peaches-And-Cream,Euphoric Relaxed Focused Creative Hungry Peach Sweet Vanilla
1569,Pearl-Scout-Cookies,Uplifted Happy Giggly Relaxed Focused Sweet Citrus Lemon
1570,Peles-Fire-Og,Aroused Uplifted Energetic Sleepy Tingly Diesel Earthy Pungent
1571,Pennywise,Relaxed Happy Uplifted Sleepy Focused Earthy Woody Sweet
1572,Peppermint-Cookies,Relaxed Euphoric Uplifted Focused Creative Sweet Mint Pine
1573,Permafrost,Focused Happy Relaxed Talkative Euphoric Woody Earthy Pine
1574,Pestilence,
1575,Petrolia-Headstash,Relaxed Euphoric Uplifted Happy Aroused Pungent Violet Woody
1576,Peyote-Cookies,Happy Euphoric Creative Relaxed Hungry Sweet Nutty Coffee
1577,Peyton-Manning,
1578,Pez,Euphoric Sleepy Giggly Relaxed Energetic Pine Sweet Earthy
1579,Phantom-Arrow,Happy Relaxed Tingly Euphoric Focused Tree Fruit Menthol Flowery
1580,Phantom-Cookies,Happy Relaxed Uplifted Creative Energetic Berry Grape Mango
1581,Phantom-Og,Relaxed Sleepy Euphoric Happy Focused Pungent Earthy Sweet
1582,Phatt-Frutty,Uplifted Happy Relaxed Talkative Creative Lemon Spicy/Herbal Lime
1583,Phishhead-Kush,Giggly Happy Talkative Tingly Uplifted Sweet Berry
1584,Pie-Face-Og,Relaxed Euphoric Giggly Happy Tingly Earthy Sweet Tropical
1585,Pine-Cone,Creative Uplifted Energetic Euphoric Focused Pine Earthy Woody
1586,Pine-Queen-Dream,Aroused Uplifted Euphoric Focused Happy Earthy Woody Pine
1587,Pine-Tar-Kush,Relaxed Happy Uplifted Euphoric Hungry Pine Woody Earthy
1588,Pineapple,Happy Uplifted Euphoric Relaxed Energetic Pineapple Tropical Sweet
1589,Pineapple-Calyx,
1590,Pineapple-Chunk,Relaxed Happy Hungry Euphoric Uplifted Pineapple Tropical Skunk
1591,Pineapple-Cookies,Talkative Energetic Euphoric Happy Uplifted Pineapple Sweet Flowery
1592,Pineapple-Diesel,Uplifted Talkative Happy Euphoric Giggly Diesel Pungent Pineapple
1593,Pineapple-Dog-Shit,Uplifted Euphoric Energetic Focused Happy Pineapple Sweet Earthy
1594,Pineapple-Express,Happy Uplifted Euphoric Energetic Relaxed Pineapple Sweet Tropical
1595,Pineapple-Fields,Creative Uplifted Happy Relaxed Euphoric Sweet Pineapple Tropical
1596,Pineapple-Haze,Relaxed Euphoric Happy Uplifted Energetic Pineapple Citrus Tropical
1597,Pineapple-Jack,Happy Euphoric Talkative Tingly Giggly Pineapple Sweet Tropical
1598,Pineapple-Kush,Happy Uplifted Euphoric Giggly Relaxed Pineapple Sweet Tropical
1599,Pineapple-Og,Happy Uplifted Focused Creative Energetic Pineapple Citrus Tropical
1600,Pineapple-Punch,Creative Aroused Happy Euphoric Uplifted Tropical Pineapple Sweet
1601,Pineapple-Purple-Skunk,Relaxed Happy Uplifted Euphoric Aroused Sweet Citrus Pineapple
1602,Pineapple-Purps,Creative Uplifted Relaxed Euphoric Energetic Earthy Pineapple Berry
1603,Pineapple-Sage,Uplifted Creative Energetic Euphoric Focused Sage Sweet Lemon
1604,Pineapple-Skunk,Uplifted Happy Relaxed Euphoric Talkative Pineapple Skunk Sweet
1605,Pineapple-Super-Silver-Haze,Happy Euphoric Energetic Focused Tingly Pineapple Sweet Earthy
1606,Pineapple-Thai,Relaxed Creative Sleepy Happy Focused Pineapple Citrus Sweet
1607,Pineapple-Trainwreck,Relaxed Euphoric Uplifted Happy Giggly Pineapple Pine Woody
1608,Pineapple-Upside-Down-Cake,Euphoric Happy Relaxed Tingly Uplifted Sweet Pineapple Pine
1609,Pink-Berry,Sleepy Uplifted Aroused Tingly Euphoric Sweet Flowery Butter
1610,Pink-Bubba,Relaxed Euphoric Sleepy Hungry Happy Sweet Earthy Pungent
1611,Pink-Champagne,Relaxed Happy Euphoric Uplifted Sleepy Berry Sweet Rose
1612,Pink-Cookies,Relaxed Aroused Creative Giggly Happy Sweet Earthy Pungent
1613,Pink-Death-Star,Relaxed Sleepy Euphoric Happy Tingly Earthy Spicy/Herbal Flowery
1614,Pink-Hawaiian,Uplifted Creative Happy Aroused Energetic Sweet Tropical Strawberry
1615,Pink-Kush,Relaxed Happy Sleepy Euphoric Hungry Sweet Earthy Flowery
1616,Pink-Lemonade,Happy Uplifted Energetic Relaxed Focused Lemon Sweet Citrus
1617,Pink-Mango,Relaxed Happy Euphoric Creative Focused Mango Berry Grapefruit
1618,Pink-Panther,Happy Euphoric Energetic Uplifted Relaxed Flowery Sweet Pungent
1619,Pink-Pez,Happy Sleepy Creative Relaxed Hungry Citrus Sweet Grapefruit
1620,Pink-Starburst,Euphoric Happy Talkative Uplifted Creative Sweet Diesel Berry
1621,Pink-Sunset,Relaxed Euphoric Tingly Sleepy Happy Sweet Berry Vanilla
1622,Pinot-Green,Talkative Euphoric Focused Sleepy Uplifted Woody Coffee Pine
1623,Pitbull,Relaxed Sleepy Happy Euphoric Focused Sweet Earthy Tropical
1624,Pia-Collision,
1625,Platinum-Bubba-Kush,Euphoric Relaxed Happy Sleepy Uplifted Earthy Flowery Woody
1626,Platinum-Calyx,Euphoric Uplifted Creative Hungry Relaxed Berry Grape Lavender
1627,Platinum-Gsc,Relaxed Happy Euphoric Uplifted Hungry Sweet Earthy Pungent
1628,Platinum-Huckleberry-Cookies,Euphoric Relaxed Happy Tingly Creative Pine Spicy/Herbal Minty
1629,Platinum-Kush,Relaxed Happy Euphoric Sleepy Uplifted Sweet Earthy Pungent
1630,Platinum-Og,Relaxed Sleepy Euphoric Happy Hungry Earthy Pine Pungent
1631,Platinum-Purple-Kush,Relaxed Sleepy Happy Euphoric Hungry Chemical Tea Earthy
1632,Platinum-Sour-Diesel,Giggly Relaxed Uplifted Euphoric Happy Sweet Lemon Flowery
1633,Platinum-Wreck,Happy Uplifted Euphoric Relaxed Creative Earthy Pine Sweet
1634,Plushberry,Relaxed Happy Euphoric Sleepy Uplifted Berry Sweet Earthy
1635,Pluto-Kush,Euphoric Sleepy Relaxed Creative Hungry Blueberry Sweet Skunk
1636,Poison-Haze,Energetic Happy Relaxed Uplifted Giggly Citrus Orange Spicy/Herbal
1637,Pokie,Relaxed Sleepy Euphoric Happy Focused Butter Citrus Cheese
1638,Poochie-Love,Euphoric Focused Creative Happy Energetic Earthy Pungent Skunk
1639,Pop-Rox,Euphoric Creative Uplifted Happy Aroused Sweet Grape Citrus
1640,Popcorn-Kush,Relaxed Sleepy Happy Hungry Giggly Butter Sweet Earthy
1641,Pot-Of-Gold,Relaxed Happy Creative Focused Sleepy Skunk Sweet Earthy
1642,Power-Kush,Relaxed Uplifted Euphoric Sleepy Creative Tropical Earthy Sweet
1643,Power-Plant,Happy Uplifted Euphoric Energetic Talkative Earthy Pungent Woody
1644,Pre-98-Bubba-Kush,Relaxed Happy Euphoric Sleepy Hungry Earthy Woody Pungent
1645,Predator-Pink,Relaxed Happy Euphoric Tingly Uplifted Earthy Sweet Tropical
1646,Presidential-Og,Relaxed Sleepy Happy Giggly Tingly Earthy Citrus Woody
1647,Primus,Relaxed Happy Euphoric Hungry Uplifted Earthy Skunk Pungent
1648,Princesss-Tiara,Talkative Energetic Happy Uplifted Giggly Sweet Earthy
1649,Professor-Chaos,Uplifted Happy Energetic Relaxed Euphoric Citrus Pine Earthy
1650,Project-Blue-Book,Happy Uplifted Creative Focused Talkative Sweet Earthy Flowery
1651,Proper-Pho-Shatter-S,
1652,Proper-Pho-Shatter-H,
1653,Proper-Pho-Shatter-I,
1654,Puna-Buddaz,Uplifted Happy Sleepy Talkative Creative Tropical Sweet Pungent
1655,Puna-Budder,Uplifted Giggly Happy Relaxed Talkative Sweet Pine Skunk
1656,Punky-Lion,Relaxed Euphoric Tingly Happy Sleepy Earthy Sweet Flowery
1657,Pure-Afghan,Relaxed Sleepy Happy Euphoric Uplifted Earthy Woody Flowery
1658,Pure-Kush,Relaxed Happy Sleepy Euphoric Hungry Earthy Pungent Skunk
1659,Pure-Love,Relaxed Sleepy Happy Focused Euphoric Mango Sweet Berry
1660,Pure-Og,Happy Tingly Uplifted Creative Relaxed Earthy Pine Flowery
1661,Pure-Power-Plant,Energetic Happy Relaxed Creative Uplifted Citrus Earthy Pine
1662,Purple-Ak-47,Relaxed Euphoric Focused Aroused Sleepy Sweet Pine Flowery
1663,Purple-Afghani,Relaxed Uplifted Sleepy Happy Euphoric Earthy Sweet Berry
1664,Purple-Alien-Og,Relaxed Happy Uplifted Sleepy Focused Earthy Spicy/Herbal Grape
1665,Purple-Animal-Cookies,Euphoric Giggly Happy Relaxed Grape
1666,Purple-Arrow,Happy Uplifted Focused Energetic Relaxed Sweet Citrus Earthy
1667,Purple-Aurora,Focused Relaxed Berry Blueberry Grape
1668,Purple-Berry,Relaxed Happy Euphoric Creative Sleepy Berry Sweet Blueberry
1669,Purple-Bubba,Relaxed Euphoric Uplifted Sleepy Happy Berry Grape Earthy
1670,Purple-Bud,Relaxed Happy Sleepy Euphoric Creative Lavender Sweet Pine
1671,Purple-Buddha,Euphoric Relaxed Happy Focused Sleepy Lavender Berry Sweet
1672,Purple-Bush,Relaxed Creative Focused Euphoric Sleepy Sweet Berry Grape
1673,Purple-Candy,Relaxed Happy Sleepy Euphoric Uplifted Grape Earthy Sweet
1674,Purple-Champagne,Uplifted Focused Euphoric Happy Creative Sweet Grape Earthy
1675,Purple-Cheddar,Euphoric Happy Relaxed Sleepy Hungry Cheese Sweet Grape
1676,Purple-Cheese,Happy Relaxed Uplifted Sleepy Euphoric Cheese Grape Earthy
1677,Purple-Chemdawg,Relaxed Euphoric Happy Uplifted Sleepy Grape Chemical Earthy
1678,Purple-Cotton-Candy,Relaxed Happy Talkative Uplifted Aroused Sweet Earthy Berry
1679,Purple-Cow,Focused Relaxed Uplifted Euphoric Flowery Sweet Berry
1680,Purple-Crack,Happy Relaxed Euphoric Uplifted Energetic Earthy Sweet Pungent
1681,Purple-Cream,Happy Relaxed Sleepy Hungry Giggly Sweet Pine Earthy
1682,Purple-Diesel,Relaxed Uplifted Happy Energetic Focused Sweet Berry Diesel
1683,Purple-Dog-Shit,Euphoric Relaxed Happy Creative Uplifted Earthy Berry Grape
1684,Purple-Dragon,Relaxed Uplifted Giggly Euphoric Happy Grape Sweet Earthy
1685,Purple-Dream,Relaxed Happy Euphoric Sleepy Uplifted Grape Earthy Tobacco
1686,Purple-Elephant,Relaxed Sleepy Giggly Happy Euphoric Grape Earthy Woody
1687,Purple-Frost,
1688,Purple-Goat,Uplifted Happy Talkative Creative Energetic Sweet Berry Earthy
1689,Purple-Goo,Relaxed Euphoric Happy Talkative Uplifted Flowery Sweet Grape
1690,Purple-Gorilla,Relaxed Sleepy Happy Euphoric Uplifted Earthy Grape Sweet
1691,Purple-Hashplant,Euphoric Relaxed Sleepy Hungry Happy Flowery Earthy Sweet
1692,Purple-Haze,Uplifted Happy Euphoric Relaxed Energetic Sweet Flowery Earthy
1693,Purple-Headband,Happy Relaxed Uplifted Creative Focused Woody Grape Berry
1694,Purple-Hindu-Kush,Relaxed Sleepy Happy Euphoric Uplifted Berry Earthy Sweet
1695,Purple-Ice,Happy Relaxed Euphoric Uplifted Creative Flowery Earthy Lavender
1696,Purple-Jack,Uplifted Euphoric Focused Relaxed Creative Sweet Citrus Pine
1697,Purple-Jolly-Rancher,Focused Relaxed Euphoric Happy Uplifted Grape Flowery Tropical
1698,Purple-Kush,Relaxed Sleepy Happy Euphoric Hungry Earthy Sweet Grape
1699,Purple-Linda,Relaxed 
1700,Purple-Martian-Kush,Relaxed Happy Tingly Euphoric Uplifted Sweet Grape Berry
1701,Purple-Maui,Happy Energetic Uplifted Relaxed Focused Grape Pine Earthy
1702,Purple-Monkey-Balls,Happy Relaxed Euphoric Sleepy Giggly Grape Earthy Sweet
1703,Purple-Mr-Nice,Relaxed Sleepy Euphoric Happy Uplifted Pine Earthy Grape
1704,Purple-Nepal,Relaxed Happy Euphoric Tingly Sleepy Berry Flowery Spicy/Herbal
1705,Purple-Og-Kush,Sleepy Relaxed Happy Euphoric Hungry Earthy Sweet Pungent
1706,Purple-Pantera,
1707,Purple-Panty-Dropper,Relaxed Euphoric Happy Sleepy Giggly Grape Earthy Spicy/Herbal
1708,Purple-Paralysis,Sleepy Relaxed Euphoric Happy Hungry Earthy Lemon Lavender
1709,Purple-Passion,Relaxed Sleepy Happy Creative Euphoric Earthy Flowery Spicy/Herbal
1710,Purple-People-Eater,Uplifted Creative Euphoric Focused Relaxed Grape
1711,Purple-Pinecone,
1712,Purple-Power,Relaxed Happy Uplifted Energetic Creative Skunk Pungent Earthy
1713,Purple-Princess,Relaxed Aroused Euphoric Uplifted Happy Sweet Pungent Earthy
1714,Purple-Punch,Relaxed Sleepy Happy Euphoric Uplifted Berry Sweet Grape
1715,Purple-Raine,Uplifted Happy Creative Energetic Euphoric Pine
1716,Purple-Rhino,Happy Relaxed Euphoric Hungry Tingly Sweet Berry Skunk
1717,Purple-Sage,Euphoric Uplifted Creative Happy Aroused Sage Sweet Earthy
1718,Purple-Skunk,Happy Relaxed Sleepy Focused Giggly Earthy Pungent Skunk
1719,Purple-Sour-Diesel,Happy Euphoric Tingly Uplifted Relaxed Diesel Earthy Pungent
1720,Purple-Star,Relaxed Uplifted Tingly Sleepy Euphoric Berry Spicy/Herbal Grape
1721,Purple-Swish,Happy Energetic Sleepy Giggly Hungry Berry Sweet Grape
1722,Purple-Tangie,Happy Euphoric Energetic Relaxed Creative Citrus Orange Tropical
1723,Purple-Tears,Sleepy Tingly Happy Hungry Relaxed Diesel Sweet Berry
1724,Purple-Thai,Relaxed Happy Uplifted Focused Creative Earthy Citrus Sweet
1725,Purple-Tide, Nutty
1726,Purple-Tonic,Happy Uplifted Energetic Euphoric Sleepy Blueberry Nutty Tree Fruit
1727,Purple-Trainwreck,Relaxed Happy Uplifted Euphoric Giggly Earthy Grape Sweet
1728,Purple-Urkle,Relaxed Sleepy Happy Euphoric Uplifted Grape Sweet Berry
1729,Purple-Voodoo,Euphoric Focused Relaxed Giggly Happy Earthy Sweet Woody
1730,Purple-Widow,Relaxed Euphoric Hungry Happy Creative Sweet Earthy Woody
1731,Purple-Wreck,Relaxed Sleepy Happy Euphoric Creative Grape Sweet Berry
1732,Q3,Happy Tingly Uplifted Giggly Energetic Tree Fruit Citrus Orange
1733,Qleaner,Uplifted Energetic Happy Euphoric Creative Citrus Tropical Chemical
1734,Qrazy-Train,Relaxed Creative Giggly Uplifted Hungry Lemon Citrus Earthy
1735,Quantum-Kush,Euphoric Happy Energetic Creative Uplifted Earthy Sweet Pungent
1736,Quebec-Gold,Relaxed Talkative Euphoric Happy Hungry Pungent Skunk Citrus
1737,Queens-Panties,Talkative Happy Energetic Tingly Uplifted Sweet Lemon Citrus
1738,Querkle,Relaxed Happy Sleepy Euphoric Uplifted Sweet Earthy Grape
1739,Queso,Sleepy Tingly Hungry Creative Euphoric Cheese Earthy Skunk
1740,Quin-N-Tonic,Relaxed Happy Focused Hungry Sleepy Sweet Blueberry Pungent
1741,Qush,Relaxed Sleepy Uplifted Happy Euphoric Flowery Citrus Pungent
1742,R-4,Uplifted Happy Relaxed Creative Focused Earthy Nutty Spicy/Herbal
1743,Race-Fuel-Og,Relaxed Hungry Focused Euphoric Tingly Pungent Diesel Pine
1744,Rafael, Peach
1745,Rainbow,Euphoric Relaxed Happy Talkative Uplifted Sweet Citrus Orange
1746,Rainbow-Jones,Relaxed Talkative Uplifted Happy Aroused Diesel Sweet Grape
1747,Raindance,Happy Uplifted Energetic Giggly Grapefruit Tropical Flowery
1748,Rare-Dankness-1,Happy Relaxed Sleepy Creative Euphoric Berry Pungent Grape
1749,Rare-Darkness,
1750,Raskal-Og,Happy Talkative Euphoric Uplifted Giggly Lemon Earthy Pungent
1751,Raspberry-Cough,Uplifted Happy Energetic Creative Talkative Berry Sweet Earthy
1752,Raspberry-Kush,Relaxed Euphoric Happy Hungry Creative Berry Sweet Flowery
1753,Raw-Diesel,Relaxed Sleepy Uplifted Hungry Happy Earthy Diesel Citrus
1754,Ray-Charles,Relaxed Sleepy Uplifted Focused Tingly Earthy Diesel Sweet
1755,Rebel-Berry-Og,Euphoric Happy Uplifted Relaxed Creative Blueberry Cheese Vanilla
1756,Rebel-God-Smoke,
1757,Rebel-Tangie-Kandy,
1758,Reclining-Buddha,Relaxed Euphoric Happy Uplifted Giggly Flowery Pungent Citrus
1759,Recon,Relaxed Sleepy Happy Giggly Talkative Sweet Spicy/Herbal Berry
1760,Red-Cherry-Berry,Happy Relaxed Euphoric Giggly Focused Berry Sweet Earthy
1761,Red-Congolese,Energetic Uplifted Happy Focused Euphoric Earthy Spicy/Herbal Sweet
1762,Red-Diesel,Euphoric Hungry Energetic Happy Relaxed Diesel Citrus Woody
1763,Red-Dragon,Happy Uplifted Euphoric Tingly Relaxed Woody Earthy Tropical
1764,Red-Dwarf,Sleepy Euphoric Happy Relaxed Hungry Skunk Flowery Earthy
1765,Red-Eye-Og,Relaxed Sleepy Happy Euphoric Hungry Earthy Pungent Pine
1766,Red-Haze,Energetic Euphoric Relaxed Focused Creative Earthy Woody Pine
1767,Red-Headed-Stranger,Happy Energetic Uplifted Focused Relaxed Spicy/Herbal Citrus Sweet
1768,Red-Poison,Uplifted Euphoric Happy Relaxed Talkative Earthy Citrus Woody
1769,Red-Velvet-Pie,Euphoric 
1770,Red-Widow,Happy Uplifted Focused Energetic Giggly Tropical Skunk Butter
1771,Redd-Cross,
1772,Redding-Og,
1773,Redwood-Kush,Relaxed Sleepy Happy Uplifted Euphoric Pine Woody Earthy
1774,Remedy,Relaxed Uplifted Happy Sleepy Euphoric Woody Earthy Citrus
1775,Remo-Chemo,Talkative Uplifted Creative Euphoric Giggly Spicy/Herbal Pepper Pungent
1776,Rene,Uplifted Happy Relaxed Energetic Creative Earthy Sweet Pine
1777,Rene-Mist,Happy Hungry Relaxed Uplifted Aroused Flowery Earthy Rose
1778,Richie-Rich,Happy Euphoric Relaxed Hungry Creative Sweet Lemon Tropical
1779,Riddler-Og,Aroused Talkative Tingly Uplifted Creative Flowery Earthy Pungent
1780,Ridge-Berry,
1781,Rigger-Kush,
1782,Ringos-Gift,Relaxed Uplifted Happy Focused Energetic Earthy Pine Citrus
1783,Rip-City-Purps,Euphoric Relaxed Uplifted Happy Hungry Sage Grape Flowery
1784,Ripped-Bubba,Relaxed Creative Euphoric Hungry Happy Sweet Earthy Citrus
1785,Rob-Ford-Kush,Sleepy Relaxed Happy Hungry Tingly Sweet Lemon Spicy/Herbal
1786,Robert-Plant,Uplifted Energetic Euphoric Relaxed Talkative Sweet Blueberry Honey
1787,Rockbud,Euphoric Happy Relaxed Sleepy Uplifted Skunk Pungent Flowery
1788,Rocklock,Relaxed Happy Euphoric Focused Energetic Earthy Sweet Pungent
1789,Rockstar,Relaxed Happy Sleepy Uplifted Talkative Pungent Earthy Sweet
1790,Rockstar-Kush,Relaxed Happy Uplifted Hungry Euphoric Skunk Pungent Earthy
1791,Rockstar-Master-Kush,Relaxed Euphoric Hungry Happy Sleepy Sweet Earthy Pine
1792,Rocky-Dennis,Euphoric Happy Uplifted Relaxed Sleepy Diesel Earthy Citrus
1793,Rocky-Mountain-Blueberry,Euphoric Uplifted Relaxed Energetic Talkative Blueberry Berry Sweet
1794,Rocky-Mountain-High,Euphoric Creative Focused Uplifted Relaxed Earthy Skunk Citrus
1795,Rollex-Og-Kush,Happy Relaxed Uplifted Euphoric Creative Pungent Pine Chemical
1796,Rolls-Choice,Relaxed Happy Uplifted Energetic Euphoric Diesel Earthy Violet
1797,Romping-Goddess,Happy Hungry Creative Energetic Euphoric Tree Fruit Earthy Pine
1798,Romulan,Relaxed Happy Sleepy Uplifted Euphoric Earthy Sweet Pine
